lat,lon,radius
55.680100899507615,12.574968338012695,942
55.671582900732425,12.57333755493164,355
55.67258724987351,12.568037509918213,78
55.67985893650251,12.589774131774902,375
55.689633050679106,12.595739364624023,833
55.68779454248085,12.573165893554688,446
55.69132633701623,12.58157730102539,536
55.69154403993921,12.597928047180176,200
55.67651969417511,12.561664581298828,178
